Vendor Name,Vendor ID,Laptop Model Name,Laptop Model ID,Quoted Price (INR),Available Quantity,Delivery Time (Days),Specs Matching Score,Vendor Rating,Past Orders Count,Reliability Score,Vendor Email,Persona Role
NovaTech Systems,V-669,Pavilion-2097,M-4284,60409,16,3,0.92,4.8,234,0.9,novatech@traders.com,Student
NovaTech Systems,V-711,Inspiron-9072,M-8604,56390,58,3,0.86,4.7,462,0.89,novatech@vendor.com,Gaming
Taylor-Myers,V-430,ROG-3910,M-2628,141987,10,7,0.92,3.5,239,0.83,taylor-myers@suppliers.com,Student
Starline Distributors,V-557,ThinkPad-8778,M-4329,66711,20,6,0.87,4.7,325,0.89,starline@suppliers.com,Business
Elite Vendors,V-139,MacBook-2133,M-1380,90235,76,7,0.9,3.9,428,0.9,elite@systems.com,Developer
BrightTech Supplies,V-209,ROG-6623,M-9727,141540,73,3,0.83,4.8,248,0.87,brighttech@distributors.com,Business
NovaTech Systems,V-445,Inspiron-3903,M-7069,122543,95,2,0.84,4.5,333,0.83,novatech@supplies.com,Office
Zenith Suppliers,V-708,ROG-2449,M-6392,74055,60,5,0.86,4.0,235,0.78,zenith@retailers.com,Gaming
Zenith Suppliers,V-810,ThinkPad-8235,M-8947,107843,62,4,0.82,3.5,433,0.88,zenith@supplies.com,Office
Zenith Suppliers,V-523,MacBook-7430,M-9505,142966,13,7,0.8,3.8,233,0.79,zenith@systems.com,Office
Elite Vendors,V-866,MacBook-5723,M-2907,104462,73,7,0.91,4.4,269,0.89,elite@retailers.com,Business
Orion Technologies,V-128,ROG-7858,M-4244,96330,39,5,0.92,3.7,478,0.88,orion@traders.com,Developer
Apex Retailers,V-631,ThinkPad-2616,M-5092,122052,45,6,0.82,3.7,409,0.89,apex@systems.com,Student
BrightTech Supplies,V-177,MacBook-1922,M-9331,126262,100,6,0.88,4.0,499,0.84,brighttech@systems.com,Student
Carpenter PLC,V-675,ROG-8282,M-3843,97784,89,7,0.83,4.1,437,0.83,carpenter@systems.com,Office
Starline Distributors,V-415,MacBook-6158,M-5079,110625,87,4,0.81,4.2,273,0.85,starline@suppliers.com,Office
Starline Distributors,V-962,MacBook-3889,M-1882,113883,23,3,0.9,4.6,302,0.89,starline@systems.com,Developer
BrightTech Supplies,V-205,Pavilion-8565,M-3756,116728,46,5,0.95,3.5,333,0.81,brighttech@systems.com,Office
NovaTech Systems,V-534,Pavilion-1822,M-4724,99907,67,5,0.86,4.6,276,0.81,novatech@supplies.com,Student
Orion Technologies,V-293,MacBook-3283,M-9971,75442,23,7,0.84,4.0,343,0.85,orion@systems.com,Gaming
Galaxy Traders,V-313,ThinkPad-1409,M-5448,62098,44,2,0.81,4.3,429,0.83,galaxy@traders.com,Gaming
BrightTech Supplies,V-612,Inspiron-3706,M-6165,119320,85,6,0.9,4.2,292,0.83,brighttech@distributors.com,Office
Elite Vendors,V-884,ROG-1965,M-3885,88951,93,4,0.9,4.5,277,0.86,elite@retailers.com,Business
Taylor-Myers,V-548,MacBook-1900,M-3072,66647,98,3,0.81,3.8,289,0.85,taylor-myers@retailers.com,Student
Elite Vendors,V-542,ROG-3424,M-1356,110383,86,3,0.88,4.0,351,0.86,elite@supplies.com,Gaming
Horizon Supplies,V-751,Pavilion-5111,M-9043,133734,19,7,0.82,3.7,323,0.82,horizon@retailers.com,Office
Horizon Supplies,V-250,ThinkPad-5100,M-2135,145723,93,2,0.8,4.7,251,0.88,horizon@traders.com,Business
Elite Vendors,V-612,ThinkPad-5496,M-7689,91080,41,2,0.85,3.9,463,0.81,elite@retailers.com,Business
Taylor-Myers,V-364,ThinkPad-3652,M-5916,148209,83,6,0.88,4.3,455,0.9,taylor-myers@distributors.com,Business
Apex Retailers,V-488,MacBook-5816,M-9934,97211,82,7,0.94,4.4,227,0.82,apex@traders.com,Office
Apex Retailers,V-915,Pavilion-2502,M-3429,54512,39,5,0.9,4.4,482,0.84,apex@retailers.com,Office
Galaxy Traders,V-938,ROG-3009,M-3515,152129,18,5,0.93,4.0,276,0.87,galaxy@vendor.com,Business
NovaTech Systems,V-588,Pavilion-1496,M-4276,122390,22,2,0.82,3.6,307,0.83,novatech@retailers.com,Office
Zenith Suppliers,V-564,ThinkPad-2955,M-8939,105121,62,4,0.86,3.9,459,0.81,zenith@supplies.com,Office
Galaxy Traders,V-131,Pavilion-9955,M-2947,150568,62,2,0.88,4.1,361,0.79,galaxy@retailers.com,Developer
Elite Vendors,V-288,ROG-3061,M-2869,85794,26,2,0.86,4.9,360,0.85,elite@traders.com,Gaming
Galaxy Traders,V-759,ThinkPad-3749,M-1018,138094,94,5,0.88,4.4,310,0.8,galaxy@supplies.com,Student
Taylor-Myers,V-757,Inspiron-3328,M-3064,84859,80,2,0.88,4.8,347,0.8,taylor-myers@vendor.com,Gaming
NovaTech Systems,V-189,ROG-5779,M-5121,135592,60,7,0.83,4.3,308,0.78,novatech@traders.com,Developer
Zenith Suppliers,V-324,MacBook-7405,M-6297,145487,86,3,0.84,4.7,394,0.8,zenith@traders.com,Student
Apex Retailers,V-750,Pavilion-9679,M-2919,128998,40,2,0.88,4.5,229,0.89,apex@traders.com,Office
Horizon Supplies,V-739,Pavilion-1466,M-2142,123835,62,5,0.85,4.4,437,0.82,horizon@suppliers.com,Developer
Elite Vendors,V-137,ThinkPad-1735,M-6200,68725,31,5,0.87,4.7,335,0.87,elite@suppliers.com,Business
Starline Distributors,V-488,Inspiron-1389,M-9103,109159,27,4,0.87,4.4,332,0.88,starline@systems.com,Gaming
Starline Distributors,V-576,ROG-5796,M-5341,73289,86,7,0.9,4.0,252,0.86,starline@traders.com,Developer
Apex Retailers,V-901,MacBook-5322,M-6766,83206,29,3,0.89,4.0,434,0.79,apex@supplies.com,Office
Elite Vendors,V-675,Pavilion-8369,M-6946,95137,90,5,0.91,4.8,202,0.86,elite@vendor.com,Developer
Apex Retailers,V-319,ROG-4793,M-7295,91918,87,3,0.87,3.5,408,0.79,apex@systems.com,Student
Orion Technologies,V-965,MacBook-8170,M-8738,67436,82,2,0.86,4.6,207,0.87,orion@retailers.com,Developer
Orion Technologies,V-733,MacBook-3697,M-4099,97393,41,2,0.85,4.6,441,0.86,orion@distributors.com,Student
Galaxy Traders,V-113,Pavilion-5163,M-3966,100095,46,3,0.94,3.9,413,0.82,galaxy@retailers.com,Office
BrightTech Supplies,V-191,MacBook-5764,M-3749,117359,42,3,0.95,3.6,418,0.81,brighttech@distributors.com,Office
Taylor-Myers,V-702,Pavilion-1435,M-8541,132976,18,6,0.9,4.9,249,0.81,taylor-myers@systems.com,Business
Starline Distributors,V-955,Inspiron-1520,M-2626,130049,86,6,0.93,4.8,327,0.87,starline@distributors.com,Business
Apex Retailers,V-810,ThinkPad-3366,M-2632,125430,32,4,0.9,4.1,481,0.88,apex@systems.com,Student
Zenith Suppliers,V-234,ROG-9406,M-6016,103797,59,5,0.89,4.2,430,0.89,zenith@traders.com,Gaming
Galaxy Traders,V-364,Inspiron-9654,M-4236,65246,99,6,0.93,4.3,260,0.81,galaxy@supplies.com,Office
Taylor-Myers,V-938,ROG-5780,M-6944,70702,34,6,0.89,3.7,333,0.87,taylor-myers@distributors.com,Gaming
Carpenter PLC,V-423,ThinkPad-9660,M-1795,125929,21,6,0.88,3.7,448,0.86,carpenter@suppliers.com,Gaming
Zenith Suppliers,V-504,Inspiron-8690,M-1038,51626,50,3,0.93,3.7,473,0.79,zenith@retailers.com,Office
NovaTech Systems,V-112,Pavilion-3838,M-5884,61365,98,6,0.94,4.5,332,0.8,novatech@traders.com,Student
Starline Distributors,V-915,Inspiron-7783,M-7228,73836,23,6,0.86,4.2,304,0.85,starline@traders.com,Business
Zenith Suppliers,V-349,Inspiron-2692,M-3799,80653,52,4,0.8,4.9,396,0.85,zenith@suppliers.com,Office
NovaTech Systems,V-213,ROG-7587,M-6378,58543,11,5,0.87,3.8,500,0.83,novatech@systems.com,Office
Zenith Suppliers,V-270,ThinkPad-6982,M-1562,55914,61,3,0.83,4.9,356,0.88,zenith@traders.com,Office
Zenith Suppliers,V-511,Inspiron-7028,M-7960,82917,52,3,0.89,4.6,212,0.82,zenith@systems.com,Student
Starline Distributors,V-860,MacBook-4603,M-9761,78752,54,7,0.83,4.2,371,0.88,starline@retailers.com,Office
Horizon Supplies,V-817,ThinkPad-4566,M-7253,150797,23,2,0.87,3.9,237,0.88,horizon@supplies.com,Gaming
NovaTech Systems,V-124,MacBook-3828,M-1433,149104,43,3,0.89,4.1,353,0.82,novatech@retailers.com,Developer
Elite Vendors,V-563,ThinkPad-2787,M-2201,78485,54,5,0.93,4.3,353,0.8,elite@systems.com,Business
Zenith Suppliers,V-837,ThinkPad-7700,M-5297,111917,11,3,0.8,3.7,373,0.87,zenith@distributors.com,Business
Horizon Supplies,V-903,Inspiron-4102,M-9838,71176,84,5,0.85,4.3,449,0.79,horizon@systems.com,Student
NovaTech Systems,V-278,Pavilion-8248,M-6625,73644,91,7,0.95,4.7,367,0.84,novatech@retailers.com,Gaming
NovaTech Systems,V-483,Pavilion-6913,M-5569,62663,81,3,0.93,4.0,494,0.89,novatech@retailers.com,Gaming
Elite Vendors,V-911,ThinkPad-1408,M-2502,141510,20,4,0.87,4.3,477,0.85,elite@retailers.com,Developer
Zenith Suppliers,V-572,ThinkPad-2810,M-3972,73903,43,3,0.94,4.3,248,0.84,zenith@vendor.com,Gaming
Zenith Suppliers,V-633,Pavilion-1134,M-4783,135018,63,7,0.89,4.8,343,0.84,zenith@distributors.com,Developer
Orion Technologies,V-260,ROG-2524,M-2968,56087,96,6,0.83,4.3,201,0.83,orion@traders.com,Developer
Starline Distributors,V-711,Inspiron-4353,M-8922,51094,85,5,0.87,4.5,249,0.89,starline@systems.com,Business
Apex Retailers,V-879,ThinkPad-9431,M-6715,110180,99,7,0.86,4.0,205,0.86,apex@traders.com,Student
Elite Vendors,V-805,Inspiron-3268,M-8285,86738,100,2,0.95,3.6,484,0.89,elite@supplies.com,Business
Zenith Suppliers,V-696,Inspiron-6189,M-8462,96678,32,6,0.86,4.9,292,0.81,zenith@supplies.com,Student
Horizon Supplies,V-911,MacBook-4224,M-8616,121166,86,3,0.82,4.8,230,0.86,horizon@systems.com,Office
Orion Technologies,V-876,Inspiron-5237,M-6647,125852,35,5,0.81,4.3,384,0.85,orion@supplies.com,Student
Zenith Suppliers,V-835,ROG-1904,M-1961,49650,100,2,0.88,3.8,273,0.83,zenith@retailers.com,Student
Zenith Suppliers,V-153,ThinkPad-5659,M-5710,108970,80,2,0.86,4.0,255,0.82,zenith@suppliers.com,Student
NovaTech Systems,V-989,Inspiron-9194,M-9129,91355,62,5,0.85,3.5,441,0.82,novatech@supplies.com,Office
Apex Retailers,V-264,Inspiron-4648,M-9800,117417,81,2,0.9,4.2,419,0.85,apex@vendor.com,Office
Galaxy Traders,V-327,ROG-7117,M-6566,75119,62,2,0.85,4.2,239,0.86,galaxy@systems.com,Gaming
Orion Technologies,V-628,ROG-1037,M-3486,68031,89,3,0.87,4.7,307,0.81,orion@suppliers.com,Gaming
Orion Technologies,V-542,ROG-7568,M-9893,147463,34,7,0.89,3.5,278,0.82,orion@distributors.com,Gaming
Taylor-Myers,V-658,ROG-1681,M-8132,98017,62,6,0.85,4.5,237,0.81,taylor-myers@suppliers.com,Office
Elite Vendors,V-301,MacBook-6122,M-4216,122984,76,2,0.82,4.6,295,0.82,elite@retailers.com,Office
Carpenter PLC,V-662,ROG-7483,M-1602,97090,64,3,0.94,4.7,363,0.79,carpenter@retailers.com,Gaming
Horizon Supplies,V-764,ThinkPad-2320,M-2488,54577,23,4,0.9,4.0,254,0.9,horizon@systems.com,Developer
Orion Technologies,V-887,MacBook-2664,M-1314,96228,47,2,0.85,4.3,228,0.79,orion@systems.com,Office
NovaTech Systems,V-191,Pavilion-8686,M-3022,109075,56,2,0.91,4.2,229,0.9,novatech@distributors.com,Developer
Zenith Suppliers,V-904,ThinkPad-2771,M-9756,110133,18,4,0.93,3.8,498,0.8,zenith@traders.com,Student
BrightTech Supplies,V-153,ROG-7261,M-6666,108716,13,3,0.92,3.9,363,0.85,brighttech@distributors.com,Office
Starline Distributors,V-693,Pavilion-2349,M-8144,135143,28,2,0.81,4.5,281,0.88,starline@distributors.com,Developer
NovaTech Systems,V-712,MacBook-7408,M-4386,99138,59,3,0.82,4.2,384,0.81,novatech@systems.com,Gaming
Carpenter PLC,V-142,Pavilion-9793,M-5983,133281,68,3,0.85,4.9,309,0.85,carpenter@retailers.com,Office
Orion Technologies,V-839,Pavilion-5604,M-6745,108741,41,5,0.81,4.2,303,0.89,orion@distributors.com,Gaming
Zenith Suppliers,V-529,ThinkPad-9902,M-5721,115392,47,7,0.89,3.5,347,0.9,zenith@supplies.com,Developer
NovaTech Systems,V-489,ThinkPad-6941,M-1390,79237,24,6,0.83,3.5,230,0.83,novatech@suppliers.com,Developer
NovaTech Systems,V-201,ROG-3707,M-7775,55889,29,5,0.9,4.2,221,0.87,novatech@distributors.com,Student
Galaxy Traders,V-564,ThinkPad-9403,M-1245,85374,57,6,0.93,4.6,357,0.83,galaxy@suppliers.com,Student
Horizon Supplies,V-504,Pavilion-5251,M-6808,126225,64,6,0.91,4.8,278,0.8,horizon@retailers.com,Business
Horizon Supplies,V-756,Inspiron-3161,M-3022,135915,22,6,0.82,3.7,398,0.84,horizon@traders.com,Business
Elite Vendors,V-251,MacBook-1583,M-7316,56571,46,4,0.82,4.3,259,0.84,elite@distributors.com,Developer
Taylor-Myers,V-117,ThinkPad-7796,M-5007,128866,68,6,0.91,4.7,477,0.87,taylor-myers@systems.com,Gaming
Galaxy Traders,V-986,Pavilion-1515,M-5523,144663,73,5,0.95,4.4,219,0.8,galaxy@suppliers.com,Office
Elite Vendors,V-200,ROG-2584,M-2705,72248,52,3,0.84,4.6,491,0.83,elite@supplies.com,Developer
Orion Technologies,V-271,Inspiron-7180,M-5552,66284,54,6,0.91,3.7,231,0.81,orion@vendor.com,Gaming
Starline Distributors,V-609,ThinkPad-4623,M-6135,142960,23,6,0.86,3.8,393,0.87,starline@retailers.com,Student
NovaTech Systems,V-987,Inspiron-2249,M-8675,89233,27,6,0.87,4.5,387,0.82,novatech@supplies.com,Office
Zenith Suppliers,V-838,Pavilion-2161,M-8110,61832,61,5,0.93,4.4,268,0.84,zenith@retailers.com,Student
NovaTech Systems,V-651,ROG-3791,M-6896,77713,21,5,0.93,3.9,350,0.82,novatech@traders.com,Gaming
Galaxy Traders,V-871,MacBook-6603,M-5328,130529,37,6,0.88,4.8,368,0.79,galaxy@traders.com,Developer
Apex Retailers,V-764,ROG-8113,M-6949,81275,98,5,0.84,4.3,271,0.87,apex@systems.com,Business
Zenith Suppliers,V-835,Pavilion-6140,M-6831,121995,30,4,0.95,3.7,215,0.85,zenith@retailers.com,Office
Orion Technologies,V-968,Pavilion-6786,M-4065,65335,66,2,0.88,3.8,231,0.81,orion@systems.com,Student
BrightTech Supplies,V-651,Inspiron-5774,M-2972,120513,79,5,0.83,4.5,268,0.78,brighttech@retailers.com,Office
Apex Retailers,V-991,ThinkPad-1413,M-5712,86797,62,2,0.85,4.1,338,0.87,apex@supplies.com,Business
Galaxy Traders,V-785,ROG-1206,M-9508,66870,12,2,0.89,3.9,429,0.8,galaxy@suppliers.com,Developer
Orion Technologies,V-240,Inspiron-1475,M-3309,61307,72,2,0.83,3.7,240,0.9,orion@suppliers.com,Office
BrightTech Supplies,V-894,Inspiron-3645,M-5570,149054,44,3,0.94,4.6,410,0.79,brighttech@distributors.com,Office
Taylor-Myers,V-668,ROG-1978,M-5308,84277,26,4,0.89,4.0,458,0.83,taylor-myers@systems.com,Developer
Zenith Suppliers,V-740,Pavilion-5171,M-9186,121569,25,2,0.81,4.7,236,0.82,zenith@suppliers.com,Business
Horizon Supplies,V-845,ThinkPad-8054,M-6337,87501,46,3,0.82,4.6,460,0.82,horizon@supplies.com,Student
Horizon Supplies,V-990,ROG-3261,M-5165,150982,74,7,0.83,4.7,359,0.9,horizon@supplies.com,Developer
Elite Vendors,V-109,Pavilion-1311,M-7724,113297,68,3,0.92,4.8,488,0.85,elite@traders.com,Business
Galaxy Traders,V-503,ThinkPad-2481,M-6739,65165,58,6,0.81,3.9,293,0.88,galaxy@supplies.com,Gaming
BrightTech Supplies,V-199,Pavilion-9150,M-1782,67315,36,7,0.88,4.4,332,0.81,brighttech@traders.com,Business
NovaTech Systems,V-740,ThinkPad-9310,M-6325,135070,66,6,0.83,4.8,404,0.83,novatech@suppliers.com,Office
Carpenter PLC,V-497,MacBook-3254,M-3021,59673,80,3,0.91,3.5,321,0.81,carpenter@vendor.com,Business
Zenith Suppliers,V-723,Pavilion-7190,M-6304,54582,23,7,0.92,3.8,359,0.86,zenith@vendor.com,Gaming
Starline Distributors,V-826,Pavilion-1776,M-2243,145189,58,3,0.89,4.5,436,0.89,starline@systems.com,Developer
Zenith Suppliers,V-443,ROG-1867,M-6920,93036,59,5,0.9,4.8,239,0.87,zenith@traders.com,Gaming
Galaxy Traders,V-162,Pavilion-7773,M-1495,132113,38,7,0.9,4.8,458,0.87,galaxy@suppliers.com,Gaming
Apex Retailers,V-947,Inspiron-7476,M-5835,82549,62,7,0.8,4.1,460,0.78,apex@traders.com,Developer
Orion Technologies,V-795,ThinkPad-2645,M-6871,83033,28,4,0.91,4.7,480,0.85,orion@supplies.com,Gaming
Elite Vendors,V-579,ROG-8574,M-4485,116690,73,7,0.81,3.5,406,0.8,elite@systems.com,Student
Orion Technologies,V-160,ROG-9559,M-2775,96995,41,7,0.88,4.4,373,0.79,orion@traders.com,Developer
Carpenter PLC,V-679,ThinkPad-1069,M-5013,136713,100,3,0.87,4.1,497,0.81,carpenter@supplies.com,Student
Starline Distributors,V-401,Pavilion-8728,M-3936,80978,92,2,0.95,3.6,227,0.83,starline@distributors.com,Business
NovaTech Systems,V-638,ROG-6532,M-2409,135724,19,4,0.9,4.0,315,0.79,novatech@systems.com,Business
Apex Retailers,V-162,Inspiron-1561,M-7253,79516,22,7,0.89,4.7,233,0.9,apex@distributors.com,Office
Horizon Supplies,V-674,Inspiron-3960,M-4727,118171,22,6,0.82,4.7,446,0.84,horizon@suppliers.com,Student
Orion Technologies,V-615,MacBook-5331,M-8966,126299,50,3,0.84,4.1,358,0.81,orion@supplies.com,Developer
Horizon Supplies,V-210,ROG-4787,M-7350,104001,81,3,0.86,4.8,430,0.83,horizon@suppliers.com,Developer
Galaxy Traders,V-164,ThinkPad-4103,M-4442,116888,13,7,0.82,4.9,486,0.83,galaxy@vendor.com,Gaming
Zenith Suppliers,V-410,Inspiron-3819,M-6497,95792,63,3,0.81,3.8,366,0.83,zenith@distributors.com,Developer
Carpenter PLC,V-517,Inspiron-6283,M-3316,103399,66,4,0.84,4.4,410,0.84,carpenter@traders.com,Office
Zenith Suppliers,V-383,Pavilion-7215,M-1098,110490,72,5,0.9,3.6,449,0.82,zenith@vendor.com,Business
NovaTech Systems,V-576,ROG-5075,M-6889,117123,22,3,0.89,4.6,437,0.85,novatech@traders.com,Business
Starline Distributors,V-555,ROG-6107,M-2081,71155,87,6,0.89,4.3,396,0.8,starline@traders.com,Student
Elite Vendors,V-206,ROG-3674,M-3219,141427,93,3,0.87,4.6,357,0.87,elite@retailers.com,Developer
NovaTech Systems,V-629,ROG-3457,M-4187,71885,28,3,0.81,3.7,226,0.78,novatech@supplies.com,Developer
NovaTech Systems,V-857,Pavilion-2185,M-1415,113564,82,2,0.86,3.6,395,0.82,novatech@traders.com,Office
NovaTech Systems,V-224,MacBook-8196,M-1870,79410,92,3,0.93,3.7,425,0.8,novatech@retailers.com,Student
Galaxy Traders,V-724,ThinkPad-4648,M-6737,126693,93,3,0.88,4.3,339,0.8,galaxy@supplies.com,Office
Elite Vendors,V-282,ROG-2133,M-6288,109456,23,6,0.9,4.1,409,0.84,elite@traders.com,Student
Zenith Suppliers,V-595,Pavilion-6552,M-9027,142874,52,3,0.85,4.8,224,0.85,zenith@distributors.com,Gaming
Orion Technologies,V-214,Pavilion-2440,M-7118,88754,39,5,0.87,4.8,218,0.85,orion@systems.com,Office
Apex Retailers,V-962,Inspiron-8877,M-6457,64393,78,7,0.81,4.2,460,0.81,apex@systems.com,Office
NovaTech Systems,V-156,MacBook-3079,M-6136,115448,73,5,0.87,4.5,255,0.88,novatech@retailers.com,Developer
Elite Vendors,V-449,Pavilion-2219,M-2802,116992,60,7,0.92,4.2,200,0.81,elite@systems.com,Gaming
Galaxy Traders,V-542,ThinkPad-8182,M-2701,142458,100,4,0.85,3.5,465,0.87,galaxy@traders.com,Office
Carpenter PLC,V-947,MacBook-9926,M-1240,70254,96,2,0.88,3.8,364,0.88,carpenter@vendor.com,Student
BrightTech Supplies,V-461,Pavilion-3472,M-7208,54018,28,3,0.9,4.3,241,0.84,brighttech@distributors.com,Student
Horizon Supplies,V-545,Inspiron-1986,M-6440,97750,50,6,0.86,4.5,326,0.87,horizon@suppliers.com,Developer
Starline Distributors,V-144,Inspiron-7264,M-9967,64786,18,3,0.89,4.6,429,0.88,starline@supplies.com,Office
BrightTech Supplies,V-563,Pavilion-8426,M-5977,137812,28,4,0.9,4.8,363,0.88,brighttech@traders.com,Developer
Orion Technologies,V-622,Inspiron-6414,M-3056,56477,37,5,0.86,3.6,500,0.85,orion@supplies.com,Business
Galaxy Traders,V-383,MacBook-4287,M-4914,141606,31,4,0.82,4.4,295,0.87,galaxy@systems.com,Gaming
Carpenter PLC,V-910,MacBook-9607,M-9518,109844,72,4,0.89,4.8,451,0.78,carpenter@vendor.com,Developer
Taylor-Myers,V-760,ThinkPad-3152,M-1452,86334,64,6,0.84,4.7,237,0.9,taylor-myers@suppliers.com,Office
Orion Technologies,V-150,ROG-4943,M-6812,129731,19,3,0.89,4.1,218,0.89,orion@traders.com,Student
Taylor-Myers,V-790,Pavilion-1454,M-9792,57950,40,5,0.91,4.4,215,0.83,taylor-myers@suppliers.com,Student
Elite Vendors,V-140,MacBook-5614,M-2679,136650,62,3,0.91,4.2,424,0.8,elite@traders.com,Business
Orion Technologies,V-809,ThinkPad-2641,M-2775,64938,48,3,0.86,4.5,317,0.86,orion@systems.com,Developer
Apex Retailers,V-714,MacBook-1343,M-6267,126116,74,5,0.86,3.7,306,0.85,apex@supplies.com,Developer
Horizon Supplies,V-194,ThinkPad-9786,M-4677,118267,87,3,0.88,4.2,498,0.84,horizon@retailers.com,Gaming
Orion Technologies,V-680,Inspiron-3712,M-3929,86188,52,7,0.86,4.5,471,0.89,orion@traders.com,Student
Starline Distributors,V-193,MacBook-7806,M-5138,126629,42,5,0.87,3.6,362,0.79,starline@vendor.com,Business
Apex Retailers,V-224,MacBook-8219,M-3703,93446,39,3,0.81,3.8,456,0.87,apex@supplies.com,Student
Apex Retailers,V-262,Inspiron-6036,M-2816,103154,90,3,0.87,4.4,344,0.82,apex@traders.com,Office
NovaTech Systems,V-687,Inspiron-7549,M-5363,49577,30,5,0.87,4.6,391,0.8,novatech@retailers.com,Office
Orion Technologies,V-430,MacBook-8807,M-6500,142949,38,4,0.83,4.6,356,0.9,orion@traders.com,Developer
NovaTech Systems,V-449,Pavilion-2029,M-5710,79269,28,2,0.87,4.7,283,0.9,novatech@distributors.com,Student
Orion Technologies,V-751,MacBook-4944,M-3244,95981,47,2,0.83,4.7,462,0.82,orion@systems.com,Business
Orion Technologies,V-914,MacBook-3005,M-9094,97940,15,6,0.84,4.7,212,0.89,orion@retailers.com,Developer
Horizon Supplies,V-914,Inspiron-7119,M-2380,127928,77,7,0.86,4.8,239,0.83,horizon@systems.com,Business
Starline Distributors,V-879,Pavilion-8606,M-8067,120580,93,4,0.9,4.6,232,0.82,starline@distributors.com,Gaming
Orion Technologies,V-743,ROG-5527,M-2621,126891,62,5,0.9,4.4,418,0.88,orion@systems.com,Gaming
Galaxy Traders,V-452,Pavilion-8648,M-4466,59589,51,2,0.9,4.3,381,0.9,galaxy@distributors.com,Developer
Elite Vendors,V-295,Inspiron-3787,M-9070,97880,74,5,0.8,4.2,408,0.81,elite@distributors.com,Business
Apex Retailers,V-722,Inspiron-4495,M-7884,112064,65,3,0.81,4.1,276,0.88,apex@supplies.com,Gaming
Galaxy Traders,V-267,Inspiron-6754,M-9505,101431,52,6,0.9,4.9,230,0.84,galaxy@systems.com,Gaming
Starline Distributors,V-116,ROG-5718,M-8595,81704,84,3,0.88,4.5,321,0.86,starline@vendor.com,Student
Orion Technologies,V-554,Inspiron-2741,M-3072,63354,71,7,0.87,4.8,407,0.88,orion@traders.com,Office
Carpenter PLC,V-152,MacBook-1924,M-7995,115924,75,7,0.84,3.6,469,0.79,carpenter@traders.com,Student
Horizon Supplies,V-913,MacBook-8868,M-5803,67011,84,2,0.9,3.6,308,0.86,horizon@supplies.com,Student
Carpenter PLC,V-774,MacBook-3980,M-2623,80467,20,7,0.81,4.7,375,0.85,carpenter@systems.com,Office
BrightTech Supplies,V-317,ThinkPad-9987,M-2591,86201,11,5,0.85,4.3,430,0.86,brighttech@supplies.com,Student
Carpenter PLC,V-269,ROG-8580,M-1593,142750,53,2,0.86,3.8,484,0.86,carpenter@retailers.com,Business
Carpenter PLC,V-597,Pavilion-9517,M-8786,91091,20,2,0.9,4.1,258,0.78,carpenter@traders.com,Office
Elite Vendors,V-729,ROG-8706,M-6301,136461,14,6,0.89,3.5,496,0.84,elite@suppliers.com,Gaming
Orion Technologies,V-888,ThinkPad-2339,M-2435,125634,69,4,0.85,4.8,367,0.85,orion@traders.com,Office
Zenith Suppliers,V-981,MacBook-6554,M-6786,126225,14,6,0.91,4.5,433,0.89,zenith@systems.com,Office
